# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 82K of event 'task-clock:ppp'
# Event count (approx.): 82543543461
#
# Overhead  Symbol                                            IPC   [IPC Coverage]
# ........  ................................................  ....................
#
     0.02%  [.] PgCurrentLocalPreloadLibrariesRef             -      -            
     0.02%  [.] PgCurrentLogMinDurationSampleRef              -      -            
     0.02%  [.] PgCurrentLogTimeZoneStringRef                 -      -            
     0.02%  [.] PgCurrentSessionPreloadLibrariesRef           -      -            
     0.02%  [.] PgCurrentTimeZoneAbbreviationsStringRef       -      -            
     0.02%  [.] TupleDescFinalize                             -      -            
     0.02%  [.] VirtualXactLockTableInsert                    -      -            
     0.02%  [k] __io_queue_proc                               -      -            
     0.02%  [.] _bt_getroot                                   -      -            
     0.02%  [.] _bt_next                                      -      -            
     0.02%  [.] finish_xact_command                           -      -            
     0.02%  [k] futex_q_unlock                                -      -            
     0.02%  [k] ip_output                                     -      -            
     0.02%  [k] netdev_pick_tx                                -      -            
     0.02%  [.] pgstat_get_transactional_drops                -      -            
     0.02%  [.] 0x00000000000a18ec                            -      -            
     0.02%  [.] 0x0000000000172800                            -      -            
     0.02%  [.] 0x0000000000175840                            -      -            
     0.02%  [.] AtEOXact_Enum                                 -      -            
     0.02%  [.] ExecEvalParamExtern                           -      -            
     0.02%  [.] ExecIndexScan                                 -      -            
     0.02%  [.] ExecStoreBufferHeapTuple                      -      -            
     0.02%  [.] FreeExprContext                               -      -            
     0.02%  [.] PgCurrentCpuTupleCostRef                      -      -            
     0.02%  [.] PgCurrentDefaultXactReadOnlyRef               -      -            
     0.02%  [.] PgCurrentEnableGroupByReorderingRef           -      -            
     0.02%  [.] PgCurrentExtensionControlPathRef              -      -            
     0.02%  [.] PgCurrentFromCollapseLimitRef                 -      -            
     0.02%  [.] PgCurrentGeqoSelectionBiasRef                 -      -            
     0.02%  [.] PgCurrentLocaleTimeRef                        -      -            
     0.02%  [.] PgCurrentLogLockWaitsRef                      -      -            
     0.02%  [.] PgCurrentLogMinErrorStatementRef              -      -            
     0.02%  [.] PgCurrentLogMinMessagesStringRef              -      -            
     0.02%  [.] PgCurrentParallelLeaderParticipationRef       -      -            
     0.02%  [.] PgCurrentSessionCommandGUCState               -      -            
     0.02%  [.] PgCurrentTransformNullEqualsRef               -      -            
     0.02%  [.] RelationGetIndexScan                          -      -            
     0.02%  [.] ResourceOwnerDelete                           -      -            
     0.02%  [.] _bt_mark_scankey_required                     -      -            
     0.02%  [.] bms_is_member                                 -      -            
     0.02%  [.] exprCollation                                 -      -            
     0.02%  [.] index_getnext_slot                            -      -            
     0.02%  [k] kmalloc_reserve                               -      -            
     0.02%  [k] release_sock                                  -      -            
     0.02%  [k] skb_clone                                     -      -            
     0.02%  [.] stmt_requires_parse_analysis                  -      -            
     0.02%  [k] try_to_wake_up                                -      -            
     0.02%  [.] 0x000000000009ec26                            -      -            
     0.02%  [.] 0x00000000000a11f6                            -      -            
     0.02%  [.] 0x00000000000a1642                            -      -            
     0.02%  [.] 0x00000000000a18cc                            -      -            
     0.02%  [.] BufferGetBlockNumber                          -      -            
     0.02%  [.] BufferLockUnlock                              -      -            
     0.02%  [.] ExecCloseResultRelations                      -      -            
     0.02%  [.] PgCurrentClientMinMessagesRef                 -      -            
     0.02%  [.] PgCurrentCpuOperatorCostRef                   -      -            
     0.02%  [.] PgCurrentDebugPrettyPrintRef                  -      -            
     0.02%  [.] PgCurrentEnablePresortedAggregateRef          -      -            
     0.02%  [.] PgCurrentJoinCollapseLimitRef                 -      -            
     0.02%  [.] PgCurrentLogParameterMaxLengthRef             -      -            
     0.02%  [.] PgCurrentMinEagerAggGroupSizeRef              -      -            
     0.02%  [.] PgCurrentStatementTimeoutRef                  -      -            
     0.02%  [.] ReadyForQuery                                 -      -            
     0.02%  [.] ReportChangedGUCOptions                       -      -            
     0.02%  [.] SearchPathMatchesCurrentEnvironment           -      -            
     0.02%  [.] __errno_location@plt                          -      -            
     0.02%  [.] btbeginscan                                   -      -            
     0.02%  [.] index_getprocinfo                             -      -            
     0.02%  [.] index_rescan                                  -      -            
     0.02%  [.] palloc_mul                                    -      -            
     0.02%  [.] pq_beginmessage_reuse                         -      -            
     0.02%  [.] tag_hash                                      -      -            
     0.02%  [k] tcp_established_options                       -      -            
     0.02%  [k] validate_xmit_skb                             -      -            
     0.02%  [.] 0x00000000000a12db                            -      -            
     0.02%  [.] AtEOXact_HashTables                           -      -            
     0.02%  [.] AtStart_GUC                                   -      -            
     0.02%  [.] BufferGetLSNAtomic                            -      -            
     0.02%  [.] ExecComputeSlotInfo.isra.0                    -      -            
     0.02%  [.] GetNextLocalTransactionId                     -      -            
     0.02%  [.] IncrTupleDescRefCount                         -      -            
     0.02%  [.] PgCurrentEnableMemoizeRef                     -      -            
     0.02%  [.] PgCurrentLocaleMonetaryRef                    -      -            
     0.02%  [.] PgCurrentLogDurationRef                       -      -            
     0.02%  [.] PgCurrentParallelTupleCostRef                 -      -            
     0.02%  [.] PgCurrentSessionQueryIdState                  -      -            
     0.02%  [.] PgCurrentTransactionTimeoutRef                -      -            
     0.02%  [.] PgCurrentVacuumCostPageHitRef                 -      -            
     0.02%  [.] PgCurrentVacuumCostPageMissRef                -      -            
     0.02%  [.] PgCurrentVacuumFreezeMinAgeRef                -      -            
     0.02%  [.] SearchCatCache1                               -      -            
     0.02%  [k] __ip_local_out                                -      -            
     0.02%  [k] _raw_spin_lock_irqsave                        -      -            
     0.02%  [k] _raw_spin_unlock                              -      -            
     0.02%  [.] btrescan                                      -      -            
     0.02%  [k] futex_wait_queue                              -      -            
     0.02%  [.] lcons                                         -      -            
     0.02%  [.] pg_server_to_any                              -      -            
     0.02%  [.] pg_verify_mbstr                               -      -            
     0.02%  [.] 0x000000000008f3cd                            -      -            
     0.02%  [.] ExecJustAssignScanVar                         -      -            
     0.02%  [.] GetUserIdAndSecContext                        -      -            
     0.02%  [.] IOContextForStrategy                          -      -            
     0.02%  [.] IsTransactionOrTransactionBlock               -      -            
     0.02%  [.] MemoryContextStrdup                           -      -            
     0.02%  [.] PgCurrentEffectiveCacheSizeRef                -      -            
     0.02%  [.] PgCurrentEnableAsyncAppendRef                 -      -            
     0.02%  [.] PgCurrentEnableEagerAggregateRef              -      -            
     0.02%  [.] PgCurrentEnableSelfJoinEliminationRef         -      -            
     0.02%  [.] PgCurrentEnableSeqscanRef                     -      -            
     0.02%  [.] PgCurrentLocaleMessagesRef                    -      -            
     0.02%  [.] PgCurrentLogErrorVerbosityRef                 -      -            
     0.02%  [.] PgCurrentLogExecutorStatsRef                  -      -            
     0.02%  [.] PgCurrentLogStatementSampleRateRef            -      -            
     0.02%  [.] PgCurrentLogXactSampleRateRef                 -      -            
     0.02%  [.] PgCurrentMaintenanceWorkMemRef                -      -            
     0.02%  [.] PgCurrentMaxParallelWorkersPerGatherRef       -      -            
     0.02%  [.] PgCurrentParallelSetupCostRef                 -      -            
     0.02%  [.] PgCurrentRandomPageCostRef                    -      -            
     0.02%  [.] PgCurrentVacuumMultixactFreezeMinAgeRef       -      -            
     0.02%  [.] PgCurrentXactDeferrableRef                    -      -            
     0.02%  [.] PortalCleanup                                 -      -            
     0.02%  [.] PortalGetPrimaryStmt                          -      -            
     0.02%  [.] ProcReleaseLocks                              -      -            
     0.02%  [k] __cond_resched                                -      -            
     0.02%  [.] __ring_submit.isra.0                          -      -            
     0.02%  [.] _bt_relandgetbuf                              -      -            
     0.02%  [.] getTypeOutputInfo                             -      -            
     0.02%  [.] int4hashfast                                  -      -            
     0.02%  [k] io_poll_remove                                -      -            
     0.02%  [.] pgstat_clear_snapshot                         -      -            
     0.02%  [.] populate_compact_attribute                    -      -            
     0.02%  [k] sock_rfree                                    -      -            
     0.02%  [k] tcp_stream_memory_free                        -      -            
     0.02%  [k] validate_xmit_skb_list                        -      -            
     0.02%  [k] validate_xmit_xfrm                            -      -            
     0.02%  [.] xtc_sim_buggify                               -      -            
     0.02%  [.] AtEOXact_Namespace                            -      -            
     0.02%  [.] ExecAssignProjectionInfo                      -      -            
     0.02%  [.] ExecEndIndexScan                              -      -            
     0.02%  [.] PgCurrentAllowAlterSystemRef                  -      -            
     0.02%  [.] PgCurrentCursorTupleFractionRef               -      -            
     0.02%  [.] PgCurrentEffectiveIOConcurrencyRef            -      -            
     0.02%  [.] PgCurrentIdleInTransactionSessionTimeoutRef   -      -            
     0.02%  [.] PgCurrentVacuumMultixactFailsafeAgeRef        -      -            
     0.02%  [.] PgCurrentXactReadOnlyRef                      -      -            
     0.02%  [k] __fq_codel_dequeue                            -      -            
     0.02%  [k] __sk_mem_reduce_allocated                     -      -            
     0.02%  [.] fmgr_info_copy                                -      -            
     0.02%  [.] get_hash_value                                -      -            
     0.02%  [.] printtup_shutdown                             -      -            
     0.02%  [k] security_socket_sendmsg                       -      -            
     0.02%  [k] tcp_rearm_rto                                 -      -            
     0.02%  [.] 0x000000000009ec83                            -      -            
     0.01%  [.] AbortStrongLockAcquire                        -      -            
     0.01%  [.] FreeQueryDesc                                 -      -            
     0.01%  [.] LockBufHdr                                    -      -            
     0.01%  [.] PgCurrentEnableParallelAppendRef              -      -            
     0.01%  [.] PgCurrentEnablePartitionPruningRef            -      -            
     0.01%  [.] PgCurrentGeqoEffortRef                        -      -            
     0.01%  [.] PgCurrentIdleSessionTimeoutRef                -      -            
     0.01%  [.] PgCurrentTimeZoneStringRef                    -      -            
     0.01%  [k] ___slab_alloc                                 -      -            
     0.01%  [.] btendscan                                     -      -            
     0.01%  [.] check_log_statement                           -      -            
     0.01%  [k] ena_com_sq_update_tail                        -      -            
     0.01%  [k] futex_wait_setup                              -      -            
     0.01%  [.] int4eqfast                                    -      -            
     0.01%  [.] list_delete_nth_cell                          -      -            
     0.01%  [.] pg_class_aclmask_ext                          -      -            
     0.01%  [.] pthread_mutex_unlock@plt                      -      -            
     0.01%  [k] security_socket_recvmsg                       -      -            
     0.01%  [.] set_ps_display_with_len                       -      -            
     0.01%  [.] socket_set_nonblocking                        -      -            
     0.01%  [.] strlen@plt                                    -      -            
     0.01%  [.] table_open                                    -      -            
     0.01%  [k] tcp_stream_alloc_skb                          -      -            
     0.01%  [.] tts_buffer_heap_init                          -      -            
     0.01%  [.] 0x000000000008f3ce                            -      -            
     0.01%  [.] 0x00000000000a1271                            -      -            
     0.01%  [.] 0x0000000000172845                            -      -            
     0.01%  [.] AtCommit_Memory                               -      -            
     0.01%  [.] AtEOXact_ComboCid                             -      -            
     0.01%  [.] AtEOXact_LogicalCtl                           -      -            
     0.01%  [.] AtEOXact_PgStat                               -      -            
     0.01%  [.] BufTableHashCode                              -      -            
     0.01%  [.] ChoosePortalStrategy                          -      -            
     0.01%  [.] ExecAllocTableSlot                            -      -            
     0.01%  [.] ExecShutdownNode_walker.part.0                -      -            
     0.01%  [.] FunctionCall1Coll                             -      -            
     0.01%  [.] GetAwaitedLock                                -      -            
     0.01%  [.] LockBufferInternal                            -      -            
     0.01%  [.] PgCurrentEnablePartitionwiseJoinRef           -      -            
     0.01%  [.] PgCurrentLogParameterMaxLengthOnErrorRef      -      -            
     0.01%  [.] PgCurrentPhonyRandomSeedRef                   -      -            
     0.01%  [.] PgCurrentVacuumCostPageDirtyRef               -      -            
     0.01%  [.] PgCurrentVacuumTruncateRef                    -      -            
     0.01%  [.] PreCommit_on_commit_actions                   -      -            
     0.01%  [k] __put_user_nocheck_8                          -      -            
     0.01%  [.] __submit_poll_add                             -      -            
     0.01%  [.] _bt_readnextpage                              -      -            
     0.01%  [k] dev_hard_start_xmit                           -      -            
     0.01%  [k] do_futex                                      -      -            
     0.01%  [k] ena_com_create_meta                           -      -            
     0.01%  [.] exec_describe_portal_message                  -      -            
     0.01%  [k] futex_wake_mark                               -      -            
     0.01%  [.] index_endscan                                 -      -            
     0.01%  [k] io_poll_add_hash                              -      -            
     0.01%  [.] list_delete_ptr                               -      -            
     0.01%  [k] netif_skb_features                            -      -            
     0.01%  [.] pq_putemptymessage                            -      -            
     0.01%  [.] recv                                          -      -            
     0.01%  [.] standard_ExecutorFinish                       -      -            
     0.01%  [.] table_slot_callbacks                          -      -            
     0.01%  [k] tctx_task_work                                -      -            
     0.01%  [.] uint32_hash                                   -      -            
     0.01%  [.] xtc_sim_fault_point                           -      -            
     0.01%  [.] 0x000000000009ebfb                            -      -            
     0.01%  [.] 0x0000000000172225                            -      -            
     0.01%  [.] 0x00000000001727c3                            -      -            
     0.01%  [.] 0x00000000001758a1                            -      -            
     0.01%  [.] 0x00000000001769bf                            -      -            
     0.01%  [.] AcquirePlannerLocks                           -      -            
     0.01%  [.] CopySnapshot                                  -      -            
     0.01%  [.] GetActiveSnapshot                             -      -            
     0.01%  [.] GetCurrentTransactionStopTimestamp            -      -            
     0.01%  [.] IsSharedRelation                              -      -            
     0.01%  [.] PgCurrentEnableGathermergeRef                 -      -            
     0.01%  [.] PgCurrentEnableIndexscanRef                   -      -            
     0.01%  [.] PgCurrentEnableParallelHashRef                -      -            
     0.01%  [.] PgCurrentEventSourceRef                       -      -            
     0.01%  [.] PgCurrentGeqoThresholdRef                     -      -            
     0.01%  [.] PgCurrentLogLockFailuresRef                   -      -            
     0.01%  [.] PgRuntimeLoadHotCurrentRootRefs               -      -            
     0.01%  [.] PreCommit_CheckForSerializationFailure        -      -            
     0.01%  [.] SPI_inside_nonatomic_context                  -      -            
     0.01%  [.] __io_uring_get_cqe                            -      -            
     0.01%  [.] __os_mutex_unlock                             -      -            
     0.01%  [k] __x64_sys_recvfrom                            -      -            
     0.01%  [.] __xtc_proc_ctx_restore                        -      -            
     0.01%  [.] get_op_opfamily_properties                    -      -            
     0.01%  [.] heapam_scan_analyze_next_tuple                -      -            
     0.01%  [.] index_open                                    -      -            
     0.01%  [k] io_file_get_normal                            -      -            
     0.01%  [k] ipv4_mtu                                      -      -            
     0.01%  [.] palloc0_mul                                   -      -            
     0.01%  [.] pthread_mutex_unlock                          -      -            
     0.01%  [k] skb_push                                      -      -            
     0.01%  [k] tcp_options_write.isra.0                      -      -            
     0.01%  [k] tcp_sendmsg                                   -      -            
     0.01%  [.] 0x000000000008f353                            -      -            
     0.01%  [.] 0x00000000000a0284                            -      -            
     0.01%  [.] 0x00000000000a043d                            -      -            
     0.01%  [.] 0x00000000000a0fe0                            -      -            
     0.01%  [.] 0x00000000001727e7                            -      -            
     0.01%  [k] 0x00007fffc0067878                            -      -            
     0.01%  [.] AllocSetAllocLarge                            -      -            
     0.01%  [.] AtEOXact_Buffers                              -      -            
     0.01%  [.] AtEOXact_on_commit_actions                    -      -            
     0.01%  [.] ExecAssignScanProjectionInfo                  -      -            
     0.01%  [.] ExecScanReScan                                -      -            
     0.01%  [.] ExecSetExecProcNode                           -      -            
     0.01%  [.] PgCurrentDebugPrintRewrittenRef               -      -            
     0.01%  [.] PgCurrentIntervalStyleRef                     -      -            
     0.01%  [.] PgCurrentMaxParallelMaintenanceWorkersRef     -      -            
     0.01%  [.] PgCurrentServerEncodingStringRef              -      -            
     0.01%  [.] PgCurrentVacuumFailsafeAgeRef                 -      -            
     0.01%  [.] RegisterSnapshot                              -      -            
     0.01%  [.] TupleDescInitEntryCollation                   -      -            
     0.01%  [k] __skb_datagram_iter                           -      -            
     0.01%  [k] __x64_sys_io_uring_enter                      -      -            
     0.01%  [.] __xtc_mtx_unlock                              -      -            
     0.01%  [.] __xtc_proc_ctx_save                           -      -            
     0.01%  [.] appendBinaryStringInfoNT                      -      -            
     0.01%  [k] futex_unqueue                                 -      -            
     0.01%  [k] get_sq_desc                                   -      -            
     0.01%  [.] jit_compile_expr                              -      -            
     0.01%  [k] lock_sock_nested                              -      -            
     0.01%  [k] plist_add                                     -      -            
     0.01%  [.] printtup_create_DR                            -      -            
     0.01%  [k] schedule                                      -      -            
     0.01%  [k] skb_csum_hwoffload_help                       -      -            
     0.01%  [k] tcp_chrono_start                              -      -            
     0.01%  [k] tcp_mstamp_refresh                            -      -            
     0.01%  [k] tcp_release_cb                                -      -            
     0.01%  [k] tcp_small_queue_check.isra.0                  -      -            
     0.01%  [k] tcp_v4_send_check                             -      -            
     0.01%  [.] xactGetCommittedChildren                      -      -            
     0.01%  [.] 0x00000000000a1d2c                            -      -            
     0.01%  [.] 0x000000000017699e                            -      -            
     0.01%  [.] 0x00000000001769a4                            -      -            
     0.01%  [.] AcceptInvalidationMessages                    -      -            
     0.01%  [.] AtEOXact_TypeCache                            -      -            
     0.01%  [.] DecrTupleDescRefCount                         -      -            
     0.01%  [.] ExecOpenScanRelation                          -      -            
     0.01%  [.] ExecutorFinish                                -      -            
     0.01%  [.] InputFunctionCall                             -      -            
     0.01%  [.] PgCurrentDebugPrintPlanRef                    -      -            
     0.01%  [.] PgCurrentMinParallelTableScanSizeRef          -      -            
     0.01%  [.] PgCurrentMyBackendTypeRef                     -      -            
     0.01%  [.] PgCurrentPgStatTrackActivitiesRef             -      -            
     0.01%  [.] PgCurrentQuoteAllIdentifiersRef               -      -            
     0.01%  [.] PgCurrentSessionReplicationRoleRef            -      -            
     0.01%  [.] PgCurrentVacuumMaxEagerFreezeFailureRateRef   -      -            
     0.01%  [.] PgCurrentWorkMemRef                           -      -            
     0.01%  [.] ProcSemaphoreAbsorbExtraWaits                 -      -            
     0.01%  [.] SyncOneBuffer                                 -      -            
     0.01%  [k] __build_skb_around                            -      -            
     0.01%  [k] __get_user_8                                  -      -            
     0.01%  [k] __usecs_to_jiffies                            -      -            
     0.01%  [.] __xtc_exec_eager                              -      -            
     0.01%  [k] add_wait_queue                                -      -            
     0.01%  [.] bms_copy                                      -      -            
     0.01%  [k] get_mem_cgroup_from_mm                        -      -            
     0.01%  [.] gettimeofday@plt                              -      -            
     0.01%  [.] heapam_index_fetch_end                        -      -            
     0.01%  [.] io_uring_wait_cqes@plt                        -      -            
     0.01%  [k] mas_walk                                      -      -            
     0.01%  [k] mem_cgroup_charge_skmem                       -      -            
     0.01%  [.] object_aclmask_ext.constprop.0                -      -            
     0.01%  [.] pairingheap_add                               -      -            
     0.01%  [.] secure_read                                   -      -            
     0.01%  [k] tcp_update_skb_after_send                     -      -            
     0.01%  [.] 0x00000000000a1684                            -      -            
     0.01%  [.] 0x00000000000a1d56                            -      -            
     0.01%  [.] 0x000000000017281e                            -      -            
     0.01%  [.] 0x0000000000172823                            -      -            
     0.01%  [.] 0x0000000000175869                            -      -            
     0.01%  [.] 0x0000000000175960                            -      -            
     0.01%  [.] 0x0000000000176fc0                            -      -            
     0.01%  [.] CommandCounterIncrement                       -      -            
     0.01%  [.] CreateDestReceiver                            -      -            
     0.01%  [.] ExecInitExprList                              -      -            
     0.01%  [.] OutputFunctionCall                            -      -            
     0.01%  [.] PgCurrentCommitDelayRef                       -      -            
     0.01%  [.] PgCurrentDefaultXactDeferrableRef             -      -            
     0.01%  [.] PgCurrentJitDebuggingSupportRef               -      -            
     0.01%  [.] PgCurrentSessionSortGUCState                  -      -            
     0.01%  [.] PushActiveSnapshot                            -      -            
     0.01%  [.] RegisterSnapshotOnOwner                       -      -            
     0.01%  [.] SearchCatCache3                               -      -            
     0.01%  [.] TimestampDifference                           -      -            
     0.01%  [.] TimestampDifferenceMilliseconds               -      -            
     0.01%  [k] __hrtimer_init                                -      -            
     0.01%  [k] __memcpy                                      -      -            
     0.01%  [k] __rseq_handle_notify_resume                   -      -            
     0.01%  [.] __xtc_sim_active                              -      -            
     0.01%  [.] _bt_getbuf                                    -      -            
     0.01%  [.] _bt_steppage                                  -      -            
     0.01%  [k] _raw_spin_lock_irq                            -      -            
     0.01%  [k] blkcg_maybe_throttle_current                  -      -            
     0.01%  [k] clear_page_erms                               -      -            
     0.01%  [k] dma_map_page_attrs                            -      -            
     0.01%  [k] ena_io_poll                                   -      -            
     0.01%  [.] get_typstorage                                -      -            
     0.01%  [.] heapam_index_fetch_reset                      -      -            
     0.01%  [.] index_fetch_heap                              -      -            
     0.01%  [.] int4eq                                        -      -            
     0.01%  [k] io_poll_add_prep                              -      -            
     0.01%  [k] io_req_post_cqe                               -      -            
     0.01%  [.] list_member_oid                               -      -            
     0.01%  [.] namestrcpy                                    -      -            
     0.01%  [.] object_aclcheck_ext                           -      -            
     0.01%  [.] pq_getmsgend                                  -      -            
     0.01%  [.] printtup_startup                              -      -            
     0.01%  [.] pthread_mutex_lock@plt                        -      -            
     0.01%  [.] smgrDoPendingDeletes                          -      -            
     0.01%  [k] sock_recvmsg                                  -      -            
     0.01%  [k] tcp_chrono_stop                               -      -            
     0.01%  [k] tcp_recv_timestamp                            -      -            
     0.01%  [.] 0x00000000000974c4                            -      -            
     0.01%  [.] 0x00000000000a11c3                            -      -            
     0.01%  [.] 0x0000000000172200                            -      -            
     0.01%  [.] 0x0000000000172851                            -      -            
     0.01%  [.] 0x0000000000172859                            -      -            
     0.01%  [.] 0x00000000001769aa                            -      -            
     0.01%  [.] ExecGetResultType                             -      -            
     0.01%  [.] ExecutorRun                                   -      -            
     0.01%  [.] IndexScanEnd                                  -      -            
     0.01%  [.] LockTagHashCode                               -      -            
     0.01%  [.] MarkLockClear                                 -      -            
     0.01%  [.] MemoryContextSetIdentifier                    -      -            
     0.01%  [.] OidInputFunctionCall                          -      -            
     0.01%  [.] PgCurrentEnableMaterialRef                    -      -            
     0.01%  [.] PgCurrentEnableMergejoinRef                   -      -            
     0.01%  [.] PgCurrentJitAboveCostRef                      -      -            
     0.01%  [.] PgCurrentJitOptimizeAboveCostRef              -      -            
     0.01%  [.] PgCurrentLogDisconnectionsRef                 -      -            
     0.01%  [.] PgCurrentRecursiveWorktableFactorRef          -      -            
     0.01%  [.] PgCurrentTempTablespacesRef                   -      -            
     0.01%  [.] PgCurrentVacuumFreezeTableAgeRef              -      -            
     0.01%  [.] PgCurrentWalSenderTimeoutRef                  -      -            
     0.01%  [.] PortalSetResultFormat                         -      -            
     0.01%  [.] ReleaseCachedPlan                             -      -            
     0.01%  [.] SearchSysCache3                               -      -            
     0.01%  [k] __pte_offset_map_lock                         -      -            
     0.01%  [.] __xtc_sim_vclock_observed                     -      -            
     0.01%  [k] ena_com_write_bounce_buffer_to_dev            -      -            
     0.01%  [.] epoll_wait                                    -      -            
     0.01%  [.] get_logical_timeout_delay_ms                  -      -            
     0.01%  [.] io_uring_submit                               -      -            
     0.01%  [.] lappend_int                                   -      -            
     0.01%  [.] pq_getmsgbytes                                -      -            
     0.01%  [.] secure_raw_read                               -      -            
     0.01%  [k] skb_copy_bits                                 -      -            
     0.01%  [.] smgrGetPendingDeletes                         -      -            
     0.01%  [.] strlcpy                                       -      -            
     0.01%  [k] tcp_push                                      -      -            
     0.01%  [k] tcp_rbtree_insert                             -      -            
     0.01%  [.] 0x000000000000322b                            -      -            
     0.01%  [.] 0x0000000000097494                            -      -            
     0.01%  [.] 0x00000000000a01b9                            -      -            
     0.01%  [.] 0x00000000000a020f                            -      -            
     0.01%  [.] 0x00000000000a03c8                            -      -            
     0.01%  [.] 0x00000000000a12f9                            -      -            
     0.01%  [.] 0x00000000000a16ac                            -      -            
     0.01%  [.] 0x0000000000172817                            -      -            
     0.01%  [.] 0x0000000000172840                            -      -            
     0.01%  [.] 0x0000000000175862                            -      -            
     0.01%  [.] 0x0000000000175866                            -      -            
     0.01%  [.] 0x0000000000176d40                            -      -            
     0.01%  [.] 0x0000000000176fe7                            -      -            
     0.01%  [k] 0x00007fffc0065b60                            -      -            
     0.01%  [.] CreateTemplateTupleDesc                       -      -            
     0.01%  [.] ExecInitExpr                                  -      -            
     0.01%  [.] ExecInitRangeTable                            -      -            
     0.01%  [.] HeapTupleSatisfiesMVCC.isra.0                 -      -            
     0.01%  [.] IncrBufferRefCount                            -      -            
     0.01%  [.] PgCurrentCarrierState                         -      -            
     0.01%  [.] PgCurrentComputeQueryIdRef                    -      -            
     0.01%  [.] PgCurrentCreateRoleSelfGrantRef               -      -            
     0.01%  [.] PgCurrentDebugLogicalReplicationStreamingRef  -      -            
     0.01%  [.] PgCurrentDefaultToastCompressionRef           -      -            
     0.01%  [.] PgCurrentEnableIndexonlyscanRef               -      -            
     0.01%  [.] PgCurrentJitProviderRef                       -      -            
     0.01%  [.] PgCurrentJitTupleDeformingRef                 -      -            
     0.01%  [.] PgCurrentTrackIOTimingRef                     -      -            
     0.01%  [.] PgCurrentWalCompressionRef                    -      -            
     0.01%  [.] PgCurrentWalSenderShutdownTimeoutRef          -      -            
     0.01%  [.] ResourceOwnerNewParent                        -      -            
     0.01%  [.] ResourceOwnerRelease                          -      -            
     0.01%  [.] ResourceOwnerRememberLock                     -      -            
     0.01%  [.] __default_calloc                              -      -            
     0.01%  [.] __heap_pop_unsafe                             -      -            
     0.01%  [k] __io_req_task_work_add                        -      -            
     0.01%  [k] __list_add_valid_or_report                    -      -            
     0.01%  [k] __tcp_push_pending_frames                     -      -            
     0.01%  [.] __xtc_timer_heap_pop_due                      -      -            
     0.01%  [k] _raw_spin_unlock_bh                           -      -            
     0.01%  [k] bpf_lsm_socket_sendmsg                        -      -            
     0.01%  [k] ctx_flush_and_put.isra.0                      -      -            
     0.01%  [k] do_sys_poll                                   -      -            
     0.01%  [k] ep_done_scan                                  -      -            
     0.01%  [k] ep_eventpoll_poll                             -      -            
     0.01%  [.] exprType                                      -      -            
     0.01%  [k] handle_mm_fault                               -      -            
     0.01%  [.] hash_bytes_uint32                             -      -            
     0.01%  [.] int4in                                        -      -            
     0.01%  [k] io_poll_queue_proc                            -      -            
     0.01%  [k] io_poll_remove_prep                           -      -            
     0.01%  [k] io_req_normal_work_add                        -      -            
     0.01%  [k] io_run_task_work                              -      -            
     0.01%  [.] makeParamList                                 -      -            
     0.01%  [.] malloc@plt                                    -      -            
     0.01%  [k] mem_cgroup_handle_over_high                   -      -            
     0.01%  [.] memmove@plt                                   -      -            
     0.01%  [.] pairingheap_remove_first                      -      -            
     0.01%  [k] skb_network_protocol                          -      -            
     0.01%  [.] swapcontext@plt                               -      -            
     0.01%  [.] table_close                                   -      -            
     0.01%  [k] tcp_rate_check_app_limited                    -      -            
     0.01%  [k] wake_up_q                                     -      -            
     0.01%  [.] xtc_task_waker                                -      -            
     0.01%  [.] 0x0000000000003290                            -      -            
     0.01%  [.] 0x0000000000097477                            -      -            
     0.01%  [.] 0x000000000009749c                            -      -            
     0.01%  [.] 0x000000000009a71a                            -      -            
     0.01%  [.] 0x000000000009e390                            -      -            
     0.01%  [.] 0x000000000009eb0e                            -      -            
     0.01%  [.] 0x000000000009ed95                            -      -            
     0.01%  [.] 0x000000000009edc0                            -      -            
     0.01%  [.] 0x00000000000a1267                            -      -            
     0.01%  [.] 0x00000000000a16a0                            -      -            
     0.01%  [.] 0x00000000000a16b0                            -      -            
     0.01%  [.] 0x00000000000a1852                            -      -            
     0.01%  [.] 0x00000000000a19b0                            -      -            
     0.01%  [.] 0x00000000000a1e34                            -      -            
     0.01%  [.] 0x00000000001727cf                            -      -            
     0.01%  [.] 0x00000000001727f0                            -      -            
     0.01%  [.] 0x0000000000172815                            -      -            
     0.01%  [.] 0x0000000000172830                            -      -            
     0.01%  [.] 0x00000000001769bb                            -      -            
     0.00%  [.] AtEOXact_LocalBuffers                         -      -            
     0.00%  [.] BufTableLookup                                -      -            
     0.00%  [.] GetCurrentCommandId                           -      -            
     0.00%  [.] GetTopTransactionStateData                    -      -            
     0.00%  [.] HeapCheckForSerializableConflictOut           -      -            
     0.00%  [.] PgCurrentClusterNameRef                       -      -            
     0.00%  [.] PgCurrentEnableBitmapscanRef                  -      -            
     0.00%  [.] PgCurrentEnableHashjoinRef                    -      -            
     0.00%  [.] PgCurrentEnablePartitionwiseAggregateRef      -      -            
     0.00%  [.] PgCurrentJitInlineAboveCostRef                -      -            
     0.00%  [.] PgCurrentMaxStackDepthRef                     -      -            
